state,county,n,features,coef,nrmse,rmse,low_nrmse,up_nrmse,low_coef,up_coef
california,imperial,105,constant,0.0,11997116679196.352,0.8772486432893902,1034000403880.8618,23784349134577.016,0.0,0.0
california,imperial,105,time,0.5533887128646308,11997116679196.352,0.8772486432893902,1034000403880.8618,23784349134577.016,0.2686748873779965,0.8159886959897344
california,imperial,105,retail_and_recreation_percent_change_from_baseline,0.08846034237218459,11997116679196.352,0.8772486432893902,1034000403880.8618,23784349134577.016,0.008812536469071867,0.2944526406002282
california,imperial,105,grocery_and_pharmacy_percent_change_from_baseline,0.06896071345664787,11997116679196.352,0.8772486432893902,1034000403880.8618,23784349134577.016,0.012630294654042404,0.2071391564832805
california,imperial,105,parks_percent_change_from_baseline,0.06635762659301701,11997116679196.352,0.8772486432893902,1034000403880.8618,23784349134577.016,0.008531807334402931,0.24551749466834963
california,imperial,105,transit_stations_percent_change_from_baseline,0.031228290497593486,11997116679196.352,0.8772486432893902,1034000403880.8618,23784349134577.016,0.006023428819412344,0.10789758782226752
california,imperial,105,workplaces_percent_change_from_baseline,0.05335193540789068,11997116679196.352,0.8772486432893902,1034000403880.8618,23784349134577.016,0.00756042244471651,0.23648442160340055
california,imperial,105,residential_percent_change_from_baseline,0.13825237880803562,11997116679196.352,0.8772486432893902,1034000403880.8618,23784349134577.016,0.004717164352311164,0.19747962913303602
california,imperial,105,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,0.0,11997116679196.352,0.8772486432893902,1034000403880.8618,23784349134577.016,0.0,0.0
california,imperial,105,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,0.0,11997116679196.352,0.8772486432893902,1034000403880.8618,23784349134577.016,0.0,0.0
california,imperial,105,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,0.0,11997116679196.352,0.8772486432893902,1034000403880.8618,23784349134577.016,0.0,0.0
california,imperial,105,PUBLIC_TRANSPORTATION,0.0,11997116679196.352,0.8772486432893902,1034000403880.8618,23784349134577.016,0.0,0.0
california,imperial,105,CAR_TRUCK_VAN_ALONE,0.0,11997116679196.352,0.8772486432893902,1034000403880.8618,23784349134577.016,0.0,0.0
