corr,Y,X,p_val,state,county,n
,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,,california,imperial,105
,discrepancy,PUBLIC_TRANSPORTATION,,california,imperial,105
,discrepancy,CAR_TRUCK_VAN_ALONE,,california,imperial,105
,discrepancy,CAR_TRUCK_VAN_CARPOOL,,california,imperial,105
,discrepancy,PERCENT_INSURED,,california,imperial,105
,discrepancy,BELOW_POVERTY_LEVEL,,california,imperial,105
-0.9280929823084768,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,4.094747787141761e-162,california,riverside,375
-0.0806294254933328,discrepancy,PUBLIC_TRANSPORTATION,0.1190654552395151,california,riverside,375
0.0806294254933328,discrepancy,CAR_TRUCK_VAN_ALONE,0.1190654552395151,california,riverside,375
0.3893585789662318,discrepancy,CAR_TRUCK_VAN_CARPOOL,5.04895226828018e-15,california,riverside,375
-0.7929407699926082,discrepancy,PERCENT_INSURED,2.8678927618996473e-82,california,riverside,375
0.9280929823084768,discrepancy,BELOW_POVERTY_LEVEL,4.094747787141761e-162,california,riverside,375
-0.8940140161992158,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,1.8793174245410616e-39,california,sonoma,110
-0.8402369184127816,discrepancy,PUBLIC_TRANSPORTATION,1.7746022243804053e-30,california,sonoma,110
-0.7644491044408951,discrepancy,CAR_TRUCK_VAN_ALONE,2.556111697861406e-22,california,sonoma,110
0.8946590188713169,discrepancy,CAR_TRUCK_VAN_CARPOOL,1.3756912515134292e-39,california,sonoma,110
0.7682384951394894,discrepancy,PERCENT_INSURED,1.189767816566607e-22,california,sonoma,110
0.8315293823394159,discrepancy,BELOW_POVERTY_LEVEL,2.4370010925982052e-29,california,sonoma,110
-0.6241655317572297,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,3.6258647756577534e-47,california,sacramento,424
-0.28972341398420154,discrepancy,PUBLIC_TRANSPORTATION,1.2091628908239058e-09,california,sacramento,424
-0.087472129153626,discrepancy,CAR_TRUCK_VAN_ALONE,0.071972140089313,california,sacramento,424
-0.40646784808517816,discrepancy,CAR_TRUCK_VAN_CARPOOL,2.6735998754181587e-18,california,sacramento,424
0.087472129153626,discrepancy,PERCENT_INSURED,0.071972140089313,california,sacramento,424
0.6241655317572297,discrepancy,BELOW_POVERTY_LEVEL,3.6258647756577534e-47,california,sacramento,424
-0.7437540643459654,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,2.2587521461922225e-83,california,alameda,467
-0.4589676453660822,discrepancy,PUBLIC_TRANSPORTATION,1.0418353587728074e-25,california,alameda,467
0.2840174311320669,discrepancy,CAR_TRUCK_VAN_ALONE,4.0942292909458024e-10,california,alameda,467
0.23453727575642094,discrepancy,CAR_TRUCK_VAN_CARPOOL,2.9519700621381207e-07,california,alameda,467
0.7437540643459654,discrepancy,PERCENT_INSURED,2.2587521461922225e-83,california,alameda,467
0.61378245582051,discrepancy,BELOW_POVERTY_LEVEL,1.0986011155844323e-49,california,alameda,467
-0.4372812937977981,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,3.864792149144554e-25,california,losangeles,508
0.6790040440800822,discrepancy,PUBLIC_TRANSPORTATION,6.298887536013361e-70,california,losangeles,508
-0.4372812937977981,discrepancy,CAR_TRUCK_VAN_ALONE,3.864792149144554e-25,california,losangeles,508
-0.33812129804051483,discrepancy,CAR_TRUCK_VAN_CARPOOL,4.725885692777071e-15,california,losangeles,508
-0.48289321096475774,discrepancy,PERCENT_INSURED,4.8936308547917215e-31,california,losangeles,508
0.4372812937977981,discrepancy,BELOW_POVERTY_LEVEL,3.864792149144554e-25,california,losangeles,508
-0.5819356334316471,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,2.0667631721886493e-42,california,sanfrancisco,453
0.017495781805093792,discrepancy,PUBLIC_TRANSPORTATION,0.7103573101576364,california,sanfrancisco,453
0.784298572325021,discrepancy,CAR_TRUCK_VAN_ALONE,1.4767783045573259e-95,california,sanfrancisco,453
0.7639814495683315,discrepancy,CAR_TRUCK_VAN_CARPOOL,7.492062784281346e-88,california,sanfrancisco,453
0.5819356334316471,discrepancy,PERCENT_INSURED,2.0667631721886493e-42,california,sanfrancisco,453
0.5819356334316471,discrepancy,BELOW_POVERTY_LEVEL,2.0667631721886493e-42,california,sanfrancisco,453
-0.7702269417681209,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,1.0077927808160368e-90,california,santaclara,456
0.5977019362923152,discrepancy,PUBLIC_TRANSPORTATION,1.6630758142047457e-45,california,santaclara,456
0.1576718709967319,discrepancy,CAR_TRUCK_VAN_ALONE,0.0007278526584781464,california,santaclara,456
0.42752731262212273,discrepancy,CAR_TRUCK_VAN_CARPOOL,1.0940770564501685e-21,california,santaclara,456
0.7702269417681209,discrepancy,PERCENT_INSURED,1.0077927808160368e-90,california,santaclara,456
0.7784773976407532,discrepancy,BELOW_POVERTY_LEVEL,7.115110462615511e-94,california,santaclara,456
