corr,Y,X,low_corr,up_corr,state,county,n
0.3112360307263461,mortality_rate,retail_and_recreation_percent_change_from_baseline,0.24823198267537563,0.4170887874971424,california,None,460
0.3820511670603136,mortality_rate,grocery_and_pharmacy_percent_change_from_baseline,0.29617211246877395,0.48066665551969023,california,None,460
0.49644484146002565,mortality_rate,parks_percent_change_from_baseline,0.4233341591310393,0.5749084738141514,california,None,460
0.2242854590981689,mortality_rate,transit_stations_percent_change_from_baseline,0.17644829911955454,0.3313554154511208,california,None,460
0.11396766088386656,mortality_rate,workplaces_percent_change_from_baseline,0.10224662446443042,0.21739031709199516,california,None,460
0.1303957026706051,mortality_rate,residential_percent_change_from_baseline,0.11020814099338336,0.23415597291949042,california,None,460
0.5566098721020866,mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,0.4910043481916397,0.6235490474971112,california,None,460
0.659787484833265,mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,0.5791535111787761,0.7309065440800847,california,None,460
0.6440923997125153,mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,0.5775026058852242,0.7083220289483857,california,None,460
0.3968583946023663,mortality_rate,PUBLIC_TRANSPORTATION,0.3288379106756305,0.47895901821969034,california,None,460
0.33806595885558477,mortality_rate,CAR_TRUCK_VAN_ALONE,0.2936999736522094,0.39589766945728144,california,None,460
0.3959381268565909,mortality_rate,CAR_TRUCK_VAN_CARPOOL,0.33291560027252226,0.4702167145363576,california,None,460
0.35222457618815484,mortality_rate,PERCENT_INSURED,0.3078270445407141,0.4100101047930216,california,None,460
0.5604915036205383,mortality_rate,BELOW_POVERTY_LEVEL,0.48964406746971806,0.6298915448363246,california,None,460
