corr,Y,X,low_corr,up_corr,state,county,n
0.47124541956944077,mortality_rate,retail_and_recreation_percent_change_from_baseline,0.38065999679449625,0.575711404301844,california,None,450
0.5408517448181802,mortality_rate,grocery_and_pharmacy_percent_change_from_baseline,0.4549798018976602,0.6289357385646424,california,None,450
0.7242639469591777,mortality_rate,parks_percent_change_from_baseline,0.6743613762991536,0.7764468053943413,california,None,450
0.29230162411263544,mortality_rate,transit_stations_percent_change_from_baseline,0.22532318258091288,0.3936257117613084,california,None,450
0.17573721792191455,mortality_rate,workplaces_percent_change_from_baseline,0.14758310882799855,0.27514328293217205,california,None,450
0.19953532907075494,mortality_rate,residential_percent_change_from_baseline,0.16064478331276585,0.30342067677714135,california,None,450
0.49435370499505543,mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,0.40786945686365617,0.5778498564090521,california,None,450
0.3861515233116468,mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,0.30716369126288245,0.4874432383715666,california,None,450
0.4886037844991933,mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,0.4050289908866758,0.5782604437755683,california,None,450
0.1585288692676781,mortality_rate,PUBLIC_TRANSPORTATION,0.14618994661888793,0.23052318955171766,california,None,450
0.3473525002672592,mortality_rate,CAR_TRUCK_VAN_ALONE,0.2828949656374471,0.4278507865893617,california,None,450
0.15815850274443102,mortality_rate,CAR_TRUCK_VAN_CARPOOL,0.14202980587717695,0.24595316902288233,california,None,450
0.26872646130603045,mortality_rate,PERCENT_INSURED,0.20616243839866605,0.36891571556939057,california,None,450
0.4946301703362714,mortality_rate,BELOW_POVERTY_LEVEL,0.407575294409054,0.5902651962956262,california,None,450
