corr,Y,X,low_corr,up_corr,state,county,n
-0.2836070440062248,mortality_rate,retail_and_recreation_percent_change_from_baseline,-0.7281938775245441,0.23195615973602712,california,imperial,17
-0.4870019906576657,mortality_rate,grocery_and_pharmacy_percent_change_from_baseline,-0.7559828692660235,-0.004975638190652006,california,imperial,17
-0.06053314356999927,mortality_rate,parks_percent_change_from_baseline,-0.5617743358293442,0.4980190858353488,california,imperial,17
-0.6202337358779363,mortality_rate,transit_stations_percent_change_from_baseline,-0.9157306663637456,-0.14934096022878618,california,imperial,17
-0.4296951680592445,mortality_rate,workplaces_percent_change_from_baseline,-0.8413611468902157,0.06350492729958565,california,imperial,17
0.21765223045217982,mortality_rate,residential_percent_change_from_baseline,,,california,imperial,17
,mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,,,california,imperial,17
,mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,,,california,imperial,17
,mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,,,california,imperial,17
,mortality_rate,PUBLIC_TRANSPORTATION,,,california,imperial,17
,mortality_rate,CAR_TRUCK_VAN_ALONE,,,california,imperial,17
,mortality_rate,CAR_TRUCK_VAN_CARPOOL,,,california,imperial,17
,mortality_rate,PERCENT_INSURED,,,california,imperial,17
,mortality_rate,BELOW_POVERTY_LEVEL,,,california,imperial,17
0.31741436345558377,mortality_rate,retail_and_recreation_percent_change_from_baseline,0.1820380981310866,0.4420653859435321,california,sacramento,215
-0.5823455288448416,mortality_rate,grocery_and_pharmacy_percent_change_from_baseline,-0.6807845402637828,-0.4652722008669742,california,sacramento,215
-0.631883427313426,mortality_rate,parks_percent_change_from_baseline,-0.7138814939625249,-0.5287017495732579,california,sacramento,215
-0.3170053655492924,mortality_rate,transit_stations_percent_change_from_baseline,-0.43977806475346715,-0.18434163848663793,california,sacramento,215
0.4211601942216431,mortality_rate,workplaces_percent_change_from_baseline,0.2693507845458145,0.5621699732234182,california,sacramento,215
-0.19648058407279156,mortality_rate,residential_percent_change_from_baseline,-0.3619764015058014,-0.04437340490959262,california,sacramento,215
0.02000585704650118,mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.11088880647749154,0.1435931256299739,california,sacramento,215
0.22380062732867595,mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,0.09758164889726292,0.34207243858855424,california,sacramento,215
0.11621362963861812,mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-0.03611143390167382,0.2502421217959248,california,sacramento,215
0.08015641582220999,mortality_rate,PUBLIC_TRANSPORTATION,-0.0509431018732858,0.2125642437520353,california,sacramento,215
0.06239252958607489,mortality_rate,CAR_TRUCK_VAN_ALONE,-0.058700769240045976,0.20929805476514238,california,sacramento,215
-0.29436813274034984,mortality_rate,CAR_TRUCK_VAN_CARPOOL,-0.4037332679844968,-0.17132191211307946,california,sacramento,215
-0.06239252958607489,mortality_rate,PERCENT_INSURED,-0.19559904754430088,0.08384207369033703,california,sacramento,215
-0.02000585704650118,mortality_rate,BELOW_POVERTY_LEVEL,-0.17391464177163204,0.1142603930253804,california,sacramento,215
0.475731251589953,mortality_rate,retail_and_recreation_percent_change_from_baseline,0.34887082174436695,0.5880658050092399,california,alameda,183
-0.053717663885809036,mortality_rate,grocery_and_pharmacy_percent_change_from_baseline,-0.2085686524413088,0.09994620182807068,california,alameda,183
-0.3412067454515865,mortality_rate,parks_percent_change_from_baseline,-0.46984199166534246,-0.19941346546713087,california,alameda,183
-0.09286137206960403,mortality_rate,transit_stations_percent_change_from_baseline,-0.25636808105445785,0.053431887272162706,california,alameda,183
0.22959121989346215,mortality_rate,workplaces_percent_change_from_baseline,0.07901808631411089,0.36751110227075634,california,alameda,183
-0.2587633312744513,mortality_rate,residential_percent_change_from_baseline,-0.3839896734444778,-0.10778012427040859,california,alameda,183
-0.7181322740854145,mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.7898854219203646,-0.6302114957371958,california,alameda,183
0.012246361033906701,mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-0.1322907160907903,0.14817013988110325,california,alameda,183
-0.4244319739138601,mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-0.5333587017603569,-0.3002125084684256,california,alameda,183
0.012246361033906701,mortality_rate,PUBLIC_TRANSPORTATION,-0.11858439954652494,0.1452747879381696,california,alameda,183
0.11871183499341927,mortality_rate,CAR_TRUCK_VAN_ALONE,-0.04079942897260104,0.2671193074732746,california,alameda,183
-0.3035823348555623,mortality_rate,CAR_TRUCK_VAN_CARPOOL,-0.4610994041254648,-0.1373804554891712,california,alameda,183
0.7181322740854145,mortality_rate,PERCENT_INSURED,0.6295641818694943,0.7928200490204347,california,alameda,183
0.5954421414613272,mortality_rate,BELOW_POVERTY_LEVEL,0.4689996685462116,0.6986146015391087,california,alameda,183
0.33012326140464576,mortality_rate,retail_and_recreation_percent_change_from_baseline,0.24212536859061443,0.41876916902743805,california,losangeles,461
-0.43683691752907206,mortality_rate,grocery_and_pharmacy_percent_change_from_baseline,-0.5148933999175794,-0.35465799310872775,california,losangeles,461
-0.7307505688922322,mortality_rate,parks_percent_change_from_baseline,-0.7708524953791229,-0.6855246917132787,california,losangeles,461
-0.16328350325172947,mortality_rate,transit_stations_percent_change_from_baseline,-0.26292777744775025,-0.06303567552471363,california,losangeles,461
0.25062892258076747,mortality_rate,workplaces_percent_change_from_baseline,0.16422112499821764,0.33615209657904976,california,losangeles,461
-0.30456687360216955,mortality_rate,residential_percent_change_from_baseline,-0.3884768744478797,-0.2088846879017758,california,losangeles,461
-0.2841744122593824,mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.35685827421494554,-0.1935148864901486,california,losangeles,461
-0.22458642491076777,mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-0.32256318024001795,-0.12748396791877967,california,losangeles,461
-0.22458642491076777,mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-0.3137740405528209,-0.13202335876092036,california,losangeles,461
0.22458642491076777,mortality_rate,PUBLIC_TRANSPORTATION,0.135633210703595,0.31471457829915245,california,losangeles,461
-0.2841744122593824,mortality_rate,CAR_TRUCK_VAN_ALONE,-0.35867433261489534,-0.20008965019660255,california,losangeles,461
-0.12251792996724252,mortality_rate,CAR_TRUCK_VAN_CARPOOL,-0.20801248372536976,-0.034317572768960046,california,losangeles,461
0.09021298464212264,mortality_rate,PERCENT_INSURED,-0.007290179690957303,0.18771282772539055,california,losangeles,461
0.2841744122593824,mortality_rate,BELOW_POVERTY_LEVEL,0.20025188025746962,0.369564802794076,california,losangeles,461
0.4736898456138655,mortality_rate,retail_and_recreation_percent_change_from_baseline,0.3107624360608577,0.615304779590436,california,sanfrancisco,90
0.08185477670334465,mortality_rate,grocery_and_pharmacy_percent_change_from_baseline,-0.12850795429787595,0.274041763037122,california,sanfrancisco,90
-0.2579939766829756,mortality_rate,parks_percent_change_from_baseline,-0.4366309861327713,-0.05935094795550018,california,sanfrancisco,90
-0.08025415575773008,mortality_rate,transit_stations_percent_change_from_baseline,-0.30086597246511726,0.1607156491127168,california,sanfrancisco,90
0.07795437928668268,mortality_rate,workplaces_percent_change_from_baseline,-0.13328251390484314,0.28058593141008614,california,sanfrancisco,90
-0.14503979841423606,mortality_rate,residential_percent_change_from_baseline,-0.3397087987938898,0.06616256467074302,california,sanfrancisco,90
-0.618251406563298,mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,-0.7340066430361663,-0.4773948942747879,california,sanfrancisco,90
-0.5837396277849859,mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,-0.7255552190857949,-0.41113185355057236,california,sanfrancisco,90
-0.618251406563298,mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,-0.7306768664763205,-0.4603355640881794,california,sanfrancisco,90
