corr,Y,X,p_val,state,county,n
-0.7368414778371064,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,2.4079521819509607e-42,california,,240
-0.8123653086798058,discrepancy,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,1.1429386340494444e-57,california,,240
-0.9304923261517206,discrepancy,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,8.721714574174697e-106,california,,240
-0.618714460365192,discrepancy,CAR_TRUCK_VAN_ALONE,9.525412267563652e-27,california,,240
-0.9317044563824591,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,2.1804463745341125e-71,california,riverside,160
-0.7525934772310632,discrepancy,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,1.7930998192027512e-30,california,riverside,160
-0.9317044563824591,discrepancy,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,2.1804463745341125e-71,california,riverside,160
0.4377534166032546,discrepancy,CAR_TRUCK_VAN_CARPOOL,7.098970002092713e-09,california,riverside,160
-0.8528028654224417,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,0.0017128741493214678,california,sonoma,10
-0.8528028654224417,discrepancy,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,0.0017128741493214678,california,sonoma,10
-0.8528028654224417,discrepancy,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,0.0017128741493214678,california,sonoma,10
-0.8528028654224417,discrepancy,PUBLIC_TRANSPORTATION,0.0017128741493214678,california,sonoma,10
-0.8528028654224417,discrepancy,CAR_TRUCK_VAN_ALONE,0.0017128741493214678,california,sonoma,10
0.8528028654224417,discrepancy,CAR_TRUCK_VAN_CARPOOL,0.0017128741493214678,california,sonoma,10
-0.8168334480353473,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,2.3696376369210392e-45,california,sacramento,184
-0.7231044643074007,discrepancy,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,4.624735224136712e-31,california,sacramento,184
-0.47871346181363367,discrepancy,CAR_TRUCK_VAN_CARPOOL,6.2665982663423284e-12,california,sacramento,184
-0.5918310230349555,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,5.202537185657211e-10,california,alameda,92
-0.7537055974046648,discrepancy,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,4.3290880404677425e-18,california,alameda,92
-0.958063091744705,discrepancy,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,1.2326396149308489e-50,california,alameda,92
-0.7537055974046648,discrepancy,PUBLIC_TRANSPORTATION,4.3290880404677425e-18,california,alameda,92
-0.6110453739773577,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,4.873473986270195e-21,california,losangeles,192
-0.6113815750084319,discrepancy,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,4.5765432166919766e-21,california,losangeles,192
-0.6113815750084319,discrepancy,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,4.5765432166919766e-21,california,losangeles,192
0.6113815750084319,discrepancy,PUBLIC_TRANSPORTATION,4.5765432166919766e-21,california,losangeles,192
-0.5812351613363825,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,9.542454260434187e-15,california,sanfrancisco,148
-0.5812351613363825,discrepancy,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,9.542454260434187e-15,california,sanfrancisco,148
0.7749802151151767,discrepancy,CAR_TRUCK_VAN_ALONE,6.776996046956332e-31,california,sanfrancisco,148
0.7749802151151767,discrepancy,CAR_TRUCK_VAN_CARPOOL,6.776996046956332e-31,california,sanfrancisco,148
-0.750748062318563,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,2.9491140645167467e-28,california,santaclara,149
-0.7984868669221193,discrepancy,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,3.278042000184707e-34,california,santaclara,149
-0.7984868669221193,discrepancy,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,3.278042000184707e-34,california,santaclara,149
0.6088355574633942,discrepancy,PUBLIC_TRANSPORTATION,1.758921458945537e-16,california,santaclara,149
0.4533781363032373,discrepancy,CAR_TRUCK_VAN_CARPOOL,6.386791230423335e-09,california,santaclara,149
