corr,Y,X,low_corr,up_corr,state,county,n
0.3392842753672677,mortality_rate,retail_and_recreation_percent_change_from_baseline,0.3075157049582722,0.6984271254810274,california,imperial,17
0.4429883267008421,mortality_rate,grocery_and_pharmacy_percent_change_from_baseline,0.3683588687709713,0.7242503675598463,california,imperial,17
0.2875622480024952,mortality_rate,parks_percent_change_from_baseline,0.3074817774459676,0.6486941641458913,california,imperial,17
0.6555232425469822,mortality_rate,transit_stations_percent_change_from_baseline,0.5097544307238795,0.8925584281739057,california,imperial,17
0.3412711889749993,mortality_rate,workplaces_percent_change_from_baseline,0.32011426166006346,0.6789577616976209,california,imperial,17
0.3453968915841268,mortality_rate,residential_percent_change_from_baseline,0.262929210115988,0.6359117420887381,california,imperial,17
0.0,mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,0.0,0.0,california,imperial,17
0.0,mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,0.0,0.0,california,imperial,17
0.0,mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,0.0,0.0,california,imperial,17
5.8419870759495356e-05,mortality_rate,PUBLIC_TRANSPORTATION,0.0,0.0003148108539122694,california,imperial,17
0.00026493900511737354,mortality_rate,CAR_TRUCK_VAN_ALONE,0.0,0.0003190361168311313,california,imperial,17
0.00019143138647347623,mortality_rate,CAR_TRUCK_VAN_CARPOOL,0.0,0.00033246604440306555,california,imperial,17
0.00018810933232778413,mortality_rate,PERCENT_INSURED,0.0,0.00031541697003794597,california,imperial,17
0.00010846273450391283,mortality_rate,BELOW_POVERTY_LEVEL,0.0,0.0003857066986514108,california,imperial,17
0.3355849440665149,mortality_rate,retail_and_recreation_percent_change_from_baseline,0.27335785145818864,0.4451101533998906,california,sacramento,215
0.6358487636499973,mortality_rate,grocery_and_pharmacy_percent_change_from_baseline,0.5509951951677146,0.718757015814577,california,sacramento,215
0.6891638923385304,mortality_rate,parks_percent_change_from_baseline,0.6127596788975257,0.7581054754592671,california,sacramento,215
0.38675990592015946,mortality_rate,transit_stations_percent_change_from_baseline,0.3189002737560504,0.48446987578760237,california,sacramento,215
0.3614480715099027,mortality_rate,workplaces_percent_change_from_baseline,0.33240587290263524,0.4438977007632769,california,sacramento,215
0.2995358653643315,mortality_rate,residential_percent_change_from_baseline,0.2731635653976907,0.386954673773808,california,sacramento,215
0.10488532451951939,mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,0.08226617670517652,0.21498562276757918,california,sacramento,215
0.1678499269688422,mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,0.10774913287565506,0.28930316261850375,california,sacramento,215
0.09948458398277296,mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,0.09534060599363985,0.19837587239882315,california,sacramento,215
0.169632493081679,mortality_rate,PUBLIC_TRANSPORTATION,0.09194434158981975,0.28271592287827846,california,sacramento,215
0.17091195413077645,mortality_rate,CAR_TRUCK_VAN_ALONE,0.1304131897152055,0.2794786381118634,california,sacramento,215
0.26685614085244064,mortality_rate,CAR_TRUCK_VAN_CARPOOL,0.180685836141142,0.38052400006198694,california,sacramento,215
0.16367331080390904,mortality_rate,PERCENT_INSURED,0.1365940047172895,0.2518779819323362,california,sacramento,215
0.13206503515757176,mortality_rate,BELOW_POVERTY_LEVEL,0.11684884047452256,0.21675723996847682,california,sacramento,215
0.46599330499843644,mortality_rate,retail_and_recreation_percent_change_from_baseline,0.3588607022811546,0.5736209858782715,california,alameda,183
0.11838714366173725,mortality_rate,grocery_and_pharmacy_percent_change_from_baseline,0.12465104502486413,0.2595711819700292,california,alameda,183
0.37864489994738004,mortality_rate,parks_percent_change_from_baseline,0.28095084978374435,0.49572995722081775,california,alameda,183
