corr,Y,X,state,county,n
0.0,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,imperial,17
0.0,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,imperial,17
0.0,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,imperial,17
0.0,detrended_mortality_rate,PUBLIC_TRANSPORTATION,california,imperial,17
6.0744078359402e-05,detrended_mortality_rate,CAR_TRUCK_VAN_ALONE,california,imperial,17
0.00012754589117987126,detrended_mortality_rate,CAR_TRUCK_VAN_CARPOOL,california,imperial,17
0.2865160733098467,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,sacramento,215
0.367846341358249,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,sacramento,215
0.2242058994903557,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,sacramento,215
0.3666970820891392,detrended_mortality_rate,PUBLIC_TRANSPORTATION,california,sacramento,215
0.37994879052590275,detrended_mortality_rate,CAR_TRUCK_VAN_ALONE,california,sacramento,215
0.6022709277830983,detrended_mortality_rate,CAR_TRUCK_VAN_CARPOOL,california,sacramento,215
0.8817208109052642,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,alameda,183
0.4855116805652299,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,alameda,183
0.7571831433017969,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,alameda,183
0.4746535961898837,detrended_mortality_rate,PUBLIC_TRANSPORTATION,california,alameda,183
0.5228367055149534,detrended_mortality_rate,CAR_TRUCK_VAN_ALONE,california,alameda,183
0.5890939193188678,detrended_mortality_rate,CAR_TRUCK_VAN_CARPOOL,california,alameda,183
0.6248642275169712,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,losangeles,461
0.4343209240189112,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,losangeles,461
0.5582855360430122,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,losangeles,461
0.5852055975746534,detrended_mortality_rate,PUBLIC_TRANSPORTATION,california,losangeles,461
0.6272891552627999,detrended_mortality_rate,CAR_TRUCK_VAN_ALONE,california,losangeles,461
0.3230797925130449,detrended_mortality_rate,CAR_TRUCK_VAN_CARPOOL,california,losangeles,461
0.7278204270252381,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,sanfrancisco,90
0.7201405067146666,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,sanfrancisco,90
0.7595316496160053,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,sanfrancisco,90
0.5102142758289149,detrended_mortality_rate,PUBLIC_TRANSPORTATION,california,sanfrancisco,90
0.4623875501403183,detrended_mortality_rate,CAR_TRUCK_VAN_ALONE,california,sanfrancisco,90
0.5552860671687467,detrended_mortality_rate,CAR_TRUCK_VAN_CARPOOL,california,sanfrancisco,90
0.6264943457463104,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,santaclara,207
0.4647923048958865,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,santaclara,207
0.5636555828136262,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,santaclara,207
0.3140100882151301,detrended_mortality_rate,PUBLIC_TRANSPORTATION,california,santaclara,207
0.357623672864188,detrended_mortality_rate,CAR_TRUCK_VAN_ALONE,california,santaclara,207
0.4130975228963546,detrended_mortality_rate,CAR_TRUCK_VAN_CARPOOL,california,santaclara,207
