corr,Y,X,state,county,n
0.5607846316778711,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,,174
0.7587639395546192,covid_perc,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,,174
0.5571499538645313,covid_perc,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,,174
0.9555588389590998,covid_perc,PUBLIC_TRANSPORTATION,california,,174
0.6780250224799709,covid_perc,CAR_TRUCK_VAN_ALONE,california,,174
0.4937147060346458,covid_perc,CAR_TRUCK_VAN_CARPOOL,california,,174
0.5908056542620885,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,sacramento,47
0.919668871004882,covid_perc,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,sacramento,47
0.6744826408263118,covid_perc,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,sacramento,47
0.9751204902176521,covid_perc,CAR_TRUCK_VAN_ALONE,california,sacramento,47
0.7281813699728499,covid_perc,CAR_TRUCK_VAN_CARPOOL,california,sacramento,47
0.5469915808867909,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,alameda,43
0.7530308635334152,covid_perc,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,alameda,43
0.6047625986600004,covid_perc,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,alameda,43
0.6951528387998426,covid_perc,PUBLIC_TRANSPORTATION,california,alameda,43
0.7704214559424827,covid_perc,CAR_TRUCK_VAN_ALONE,california,alameda,43
0.8150674688307711,covid_perc,CAR_TRUCK_VAN_CARPOOL,california,alameda,43
0.5902736862338691,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,losangeles,180
0.853978446810877,covid_perc,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,losangeles,180
0.6795980031880168,covid_perc,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,losangeles,180
0.6141305404786591,covid_perc,PUBLIC_TRANSPORTATION,california,losangeles,180
0.625333690496867,covid_perc,CAR_TRUCK_VAN_ALONE,california,losangeles,180
0.5869366386036748,covid_perc,CAR_TRUCK_VAN_CARPOOL,california,losangeles,180
0.7567969442958904,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,sanfrancisco,23
0.44643552570931255,covid_perc,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,sanfrancisco,23
0.6732901985419314,covid_perc,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,sanfrancisco,23
0.7093357032433133,covid_perc,PUBLIC_TRANSPORTATION,california,sanfrancisco,23
0.8136310588112438,covid_perc,CAR_TRUCK_VAN_ALONE,california,sanfrancisco,23
0.49792645643069317,covid_perc,CAR_TRUCK_VAN_CARPOOL,california,sanfrancisco,23
0.45307286525453516,covid_perc,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,santaclara,34
0.4551554535326352,covid_perc,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,santaclara,34
0.4623406073832835,covid_perc,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,santaclara,34
0.9507862041173868,covid_perc,PUBLIC_TRANSPORTATION,california,santaclara,34
0.4082237058691756,covid_perc,CAR_TRUCK_VAN_ALONE,california,santaclara,34
0.5094198405140178,covid_perc,CAR_TRUCK_VAN_CARPOOL,california,santaclara,34
