corr,Y,X,state,county,n
0.5005246811869641,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,,240
0.4159567615113726,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,,240
0.42702370431426706,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,,240
0.5111372197735377,detrended_mortality_rate,PUBLIC_TRANSPORTATION,california,,240
0.513164659276256,detrended_mortality_rate,CAR_TRUCK_VAN_ALONE,california,,240
0.8416208675062936,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,imperial,18
0.8416208675065692,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,imperial,18
0.8416208675065397,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,imperial,18
0.8416208675065744,detrended_mortality_rate,PUBLIC_TRANSPORTATION,california,imperial,18
0.8416208675064587,detrended_mortality_rate,CAR_TRUCK_VAN_ALONE,california,imperial,18
0.8416208675078579,detrended_mortality_rate,CAR_TRUCK_VAN_CARPOOL,california,imperial,18
0.5070738965490992,detrended_mortality_rate,CAR_TRUCK_VAN_CARPOOL,california,sacramento,51
0.8636849974513633,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,alameda,43
0.5033649475494916,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,alameda,43
0.7665049626954793,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,alameda,43
0.4804258949978818,detrended_mortality_rate,PUBLIC_TRANSPORTATION,california,alameda,43
0.5127277704189863,detrended_mortality_rate,CAR_TRUCK_VAN_ALONE,california,alameda,43
0.579598515725071,detrended_mortality_rate,CAR_TRUCK_VAN_CARPOOL,california,alameda,43
0.46099024243802245,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,losangeles,204
0.5258952874925187,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,losangeles,204
0.4164440145862395,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,losangeles,204
0.5084906921938326,detrended_mortality_rate,CAR_TRUCK_VAN_ALONE,california,losangeles,204
0.4077907292296165,detrended_mortality_rate,CAR_TRUCK_VAN_CARPOOL,california,losangeles,204
0.7857547690124851,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,sanfrancisco,24
0.5413066348216146,detrended_mortality_rate,HIGH_SCHOOL_GRADUATE_OR_HIGHER_25_PLUS_TOTAL,california,sanfrancisco,24
0.666970553267022,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,sanfrancisco,24
0.6379493744877459,detrended_mortality_rate,PUBLIC_TRANSPORTATION,california,sanfrancisco,24
0.40548131707773627,detrended_mortality_rate,CAR_TRUCK_VAN_ALONE,california,sanfrancisco,24
0.5953721696499722,detrended_mortality_rate,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,santaclara,38
0.4256930413200176,detrended_mortality_rate,BACHELOR_DEGREE_OR_HIGHER_25_PLUS_TOTAL,california,santaclara,38
0.4674558308920546,detrended_mortality_rate,PUBLIC_TRANSPORTATION,california,santaclara,38
0.4203299116882937,detrended_mortality_rate,CAR_TRUCK_VAN_ALONE,california,santaclara,38
