corr,Y,X,state,county,n
0.9996008839224979,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,imperial,18
0.999600883922545,discrepancy,PUBLIC_TRANSPORTATION,california,imperial,18
0.9996008839224241,discrepancy,CAR_TRUCK_VAN_ALONE,california,imperial,18
0.9996008839239704,discrepancy,CAR_TRUCK_VAN_CARPOOL,california,imperial,18
0.9996008839225197,discrepancy,PERCENT_INSURED,california,imperial,18
0.9996008839224053,discrepancy,BELOW_POVERTY_LEVEL,california,imperial,18
0.2598285420172972,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,sacramento,224
0.3711908796374295,discrepancy,PUBLIC_TRANSPORTATION,california,sacramento,224
0.42091523625715654,discrepancy,CAR_TRUCK_VAN_ALONE,california,sacramento,224
0.6045488080167564,discrepancy,CAR_TRUCK_VAN_CARPOOL,california,sacramento,224
0.8536939153763394,discrepancy,PERCENT_INSURED,california,sacramento,224
0.8542505569464719,discrepancy,BELOW_POVERTY_LEVEL,california,sacramento,224
0.9860820500340687,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,alameda,183
0.5786190298029777,discrepancy,PUBLIC_TRANSPORTATION,california,alameda,183
0.6253882385130535,discrepancy,CAR_TRUCK_VAN_ALONE,california,alameda,183
0.6887362109967062,discrepancy,CAR_TRUCK_VAN_CARPOOL,california,alameda,183
0.9263850923819987,discrepancy,PERCENT_INSURED,california,alameda,183
0.9821812696964753,discrepancy,BELOW_POVERTY_LEVEL,california,alameda,183
0.5241181388648667,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,losangeles,516
0.5328308448667908,discrepancy,PUBLIC_TRANSPORTATION,california,losangeles,516
0.5774513490101761,discrepancy,CAR_TRUCK_VAN_ALONE,california,losangeles,516
0.363517042999107,discrepancy,CAR_TRUCK_VAN_CARPOOL,california,losangeles,516
0.4384343852176696,discrepancy,PERCENT_INSURED,california,losangeles,516
0.3215578600395639,discrepancy,BELOW_POVERTY_LEVEL,california,losangeles,516
0.911679098490186,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,sanfrancisco,92
0.6347435798531001,discrepancy,PUBLIC_TRANSPORTATION,california,sanfrancisco,92
0.6338016226705409,discrepancy,CAR_TRUCK_VAN_ALONE,california,sanfrancisco,92
0.6631012141328412,discrepancy,CAR_TRUCK_VAN_CARPOOL,california,sanfrancisco,92
0.6046948098310128,discrepancy,PERCENT_INSURED,california,sanfrancisco,92
0.717115808204415,discrepancy,BELOW_POVERTY_LEVEL,california,sanfrancisco,92
0.7864571207687687,discrepancy,HOUSEHOLD_MEDIAN_INCOME_DOLLARS,california,santaclara,231
0.5286981449609922,discrepancy,PUBLIC_TRANSPORTATION,california,santaclara,231
0.5603179728765317,discrepancy,CAR_TRUCK_VAN_ALONE,california,santaclara,231
0.529989094249764,discrepancy,CAR_TRUCK_VAN_CARPOOL,california,santaclara,231
0.6132216130013993,discrepancy,PERCENT_INSURED,california,santaclara,231
0.6067030233415485,discrepancy,BELOW_POVERTY_LEVEL,california,santaclara,231
